CatalogEntryParentCatalogGroupRelationship
PartNumber,ParentGroupIdentifier,Sequence
DFM81,thomas-friends-trackmaster,26
DFM81,toy-trains-sets,80
DFM81,toys-for-5-year-olds,0
DFM81,toys-for-4-year-olds,0
DFM81,toys-for-3-year-olds,0
DFM81,toy-cars-trains-train-sets,127
DFM81,thomas-friends,106
DFM81,thomas-friends-toys,106
DFM82,csr_fp_nla_,0
DFN29,clearance-toys-gear,0
DFR10,csr_fp_nla_,2
DFR15,csr_fp_nla_,0
DMF71,for-boys,118
DMF71,playsets-action-figures,122
DMF71,toys-for-4-year-olds,0
DMF71,toys-for-3-year-olds,0
DMF71,toys-for-2-year-olds,0
DMF71,action-figure,39
DMF71,minnie-mouse-toys,5
DMF71,disney-toys,8
DMF71,holiday-gift-guide,174
DFM54,fisherprice-promo5,0
DFM54,for-boys,0
DFM54,holiday-gift-guide,0
DFM54,fisherprice-promo1,0
DFM54,award-winning-toys-gear,0
DFM54,toys-for-5-year-olds,0
DFM54,toys-for-3-year-olds,0
DFM54,toy-cars-trains-train-sets,0
DFM54,toy-trains-sets,0
DFM54,thomas-friends,0
DFM54,thomas-friends-gift-ideas,0
DFM54,thomas-friends-trackmaster,0
DFM54,thomas-friends-toys,0
DFM54,top-holiday-toy-list,0
DFM54,playsets,0
DFM54,playsets-action-figures,0
DFM54,toys-for-4-year-olds,0
DFM86,toys-for-5-year-olds,0
DFM86,thomas-friends,0
DFM86,thomas-friends-toys,0
DFM86,toy-cars-trains-train-sets,0
DFM86,toys-for-4-year-olds,0
DFM86,thomas-friends-trackmaster,0
DFM86,toy-trains-sets,0
DFM86,toys-for-3-year-olds,0
DFM87,csr_fp_nla_,0
DFM88,csr_fp_nla_,0
DFT45,for-boys,140
DFT45,toy-cars-trucks-buses,13
DFT45,toys-for-4-year-olds,0
DFT45,toys-for-3-year-olds,0
DFT45,toys-for-2-year-olds,0
DFT45,toys-for-1-year-olds,0
DFT45,toys-12-18-months,0
DFT45,playsets-action-figures,151
DFT45,toy-cars-trains-train-sets,61
DFT45,playsets,128
DFT45,little-people,70
DFT45,holiday-gift-guide,214
DFT45,little-people-house-town-car,19
DFT45,little-people-toys,70
DFT89,csr_fp_nla_,0
DGJ67,csr_fp_nla_,0
DGJ68,csr_fp_nla_,0
DGJ69,clearance-toys-gear,0
DGJ70,csr_fp_nla_,0
DGL80,holiday-gift-guide,0
DGL80,for-girls,0
DGL80,doll,0
DGL80,toys-for-5-year-olds,0
DGL80,toys-for-4-year-olds,0
DGL80,shimmer-and-shine-toys,0
DGL80,toys-for-3-year-olds,0
DGL81,holiday-gift-guide,0
DGL81,toys-for-4-year-olds,0
DGL81,shimmer-and-shine-toys,0
DGL81,for-girls,0
DGL81,toys-for-5-year-olds,0
DGL81,doll,0
DGL81,toys-for-3-year-olds,0
DHW02,top-holiday-toy-list,0
DHW02,fisherprice-promo1,0
DHW02,toys-under-50-dollars,0
DHW02,new-parents-must-haves,0
DHW02,walkers-push-toys,0
DHW02,ride-on-toys,0
DHW02,push-scoot-ride-on-toys,0
DHW02,toys-for-2-year-olds,0
DHW02,toys-for-1-year-olds,0
DHW02,toys-12-18-months,0
DHW02,infant-baby-toys-gear,0
DHW02,everything-baby-toys,0
DHW02,everything-baby,8
DHW02,baby-toys,0
DHW02,holiday-gift-guide,6
DKR21,csr_fp_nla_,0
DKR22,toys-for-4-year-olds,0
DKR22,toys-for-5-year-olds,0
DKR22,shimmer-and-shine-toys,0
DKR22,holiday-gift-guide,0
DKR22,for-girls,0
DKR22,toys-for-3-year-olds,0
DKR22,award-winning-toys-gear,0
DKR22,doll,0
DLD99,for-boys,141
DLD99,toy-planes-boats,5
