CatalogEntryParentCatalogGroupRelationship
PartNumber,ParentGroupIdentifier,Sequence
CHV55,vehicles-remote-control-cars,99
CJD16,csr_sm_nla_,0
CJD17,csr_sm_nla_,0
CJF52,csr_sm_nla_,0
CJM90,csr_sm_nla_,0
CJY45,csr_sm_nla_,0
CJY58,sm-pricefix,0
CJY58,toys-for-6-7-year-old,0
CJY58,dolls,99
CJY58,all-brands,0
CJY58,barbie-fashion-dolls,96
CJY58,barbie-doll,99
CJY58,barbie,99
CKB57,csr_sm_nla_,0
CKH44,csr_sm_nla_,0
CKJ66,csr_sm_nla_,0
CKJ67,mattelshop-promo6,0
CKJ67,toys-for-collectors,0
CKJ67,collectible-toys,0
CKJ67,collectible-toy-vehicles,0
CKJ67,hot-wheels-collectibles,0
CKJ67,star-wars-hot-wheels,0
CKJ67,star-wars-toys,0
CKJ67,all-brands,0
CKJ67,hot-wheels-single-cars,27
CKJ67,hot-wheels-cars-vehicles,0
CKJ67,hot-wheels,0
CKJ67,vehicles-remote-control-cars,99
CKJ71,toys-for-collectors,0
CKJ71,collectible-toys,0
CKJ71,collectible-toy-vehicles,0
CKJ71,hot-wheels-collectibles,0
CKJ71,star-wars-hot-wheels,0
CKJ71,star-wars-toys,0
CKJ71,all-brands,0
CKJ71,hot-wheels-single-cars,28
CKJ71,hot-wheels-cars-vehicles,0
CKJ71,hot-wheels,0
CKJ71,vehicles-remote-control-cars,99
CKJ81,csr_sm_nla_,0
CKL33,mattelshop-promo2,0
CKL33,all-brands,0
CKL33,hot-wheels-multi-car-packs,21
CKL33,hot-wheels-cars-vehicles,12
CKL33,hot-wheels,37
CKL33,vehicles-remote-control-cars,76
CLD91,csr_sm_nla_,0
CLF97,csr_sm_nla_,0
CLG18,csr_sm_nla_,0
CLG19,csr_sm_nla_,0
CLK35,csr_sm_nla_,0
CMM34,csr_sm_nla_,0
CMP57,shop-all-clearance,0
CMP60,shop-all-clearance,0
CMP61,shop-all-clearance,0
CMT02,sm-pricefix,0
CMT02,toys-for-3-year-old,0
CMT02,dolls,99
CMT02,all-brands,0
CMT02,barbie-fantasy-dolls,85
CMT02,barbie-doll,99
CMT02,barbie,99
CMT37,shop-all-clearance,0
CNF56,minions-toys,0
CNF56,playsets-accessories,99
CNF56,building-sets-blocks,49
DFT83,csr_sm_nla_,0
DGN08,csr_sm_nla_,0
DGN09,all-brands,0
DGN09,wwe-toys,48
DGN09,wwe-action-figures,26
DGN09,action-figures,76
DGN10,csr_sm_nla_,0
DGN11,csr_sm_nla_,0
DGN12,csr_sm_nla_,0
DGN55,csr_sm_nla_,0
DGN56,csr_sm_nla_,0
DGP14,csr_sm_nla_,0
DGX45,csr_sm_nla_,0
DHH77,shop-all-clearance,0
DHJ38,csr_sm_nla_,0
DHK98,all-brands,0
DHK98,disney-planes-toys,0
DHK98,vehicles-remote-control-cars,0
DHL01,all-brands,0
DHL01,disney-cars-toys,32
DHL01,vehicles-remote-control-cars,99
DHL02,csr_sm_nla_,0
DHL04,all-brands,0
DHL04,disney-cars-toys,34
DHL04,vehicles-remote-control-cars,99
DHL06,all-brands,0
DHL06,disney-cars-toys,35
DHL06,vehicles-remote-control-cars,99
DHL07,all-brands,0
DHL07,disney-cars-toys,36
DHL07,vehicles-remote-control-cars,59
DHL13,csr_sm_nla_,0
DHL15,all-brands,0
DHL15,disney-cars-toys,38
DHL15,vehicles-remote-control-cars,99
DHL17,all-brands,0
DHL17,disney-cars-toys,39
DHL17,vehicles-remote-control-cars,99
DHL21,all-brands,0
DHL21,disney-cars-toys,17
DHL21,vehicles-remote-control-cars,99
DHL71,mini-figures,0
DHL71,all-brands,0
DHL71,ever-after-high-mini-figures,4
DHL71,ever-after-high,58
DHL73,csr_sm_nla_,0
DHY74,csr_sm_nla_,0
DJF02,shop-all-clearance,0
DJF03,shop-all-clearance,0
DJF48,toys-for-collectors,0
DJF48,collectible-toys,0
DJF48,collectible-toy-vehicles,0
DJF48,hot-wheels-collectibles,0
DJF48,all-brands,0
DJF48,hot-wheels-single-cars,30
DJF48,hot-wheels-cars-vehicles,70
DJF48,hot-wheels,46
DJF48,vehicles-remote-control-cars,99
DJF49,toys-for-collectors,0
DJF49,collectible-toys,0
DJF49,collectible-toy-vehicles,0
DJF49,hot-wheels-collectibles,0
DJF49,all-brands,0
DJF49,hot-wheels-single-cars,31
DJF49,hot-wheels-cars-vehicles,74
DJF49,hot-wheels,52
DJF49,vehicles-remote-control-cars,99
DJF54,toys-for-collectors,0
DJF54,collectible-toys,0
DJF54,collectible-toy-vehicles,0
DJF54,hot-wheels-collectibles,0
DJF54,all-brands,0
DJF54,hot-wheels-single-cars,33
DJF54,hot-wheels-cars-vehicles,73
DJF54,hot-wheels,99
DJF54,vehicles-remote-control-cars,99
DJF59,toys-for-collectors,0
DJF59,collectible-toys,0
DJF59,collectible-toy-vehicles,0
DJF59,hot-wheels-collectibles,0
DJF59,all-brands,0
DJF59,hot-wheels-single-cars,34
DJF59,hot-wheels-cars-vehicles,74
DJF59,hot-wheels,99
DJF59,vehicles-remote-control-cars,99
DJH66,shop-all-clearance,0
DJJ73,all-brands,0
DJJ73,marvel-hot-wheels,13
DJJ73,hot-wheels-single-cars,35
DJJ73,hot-wheels-cars-vehicles,75
DJJ73,hot-wheels,99
DJJ73,vehicles-remote-control-cars,99
DJJ75,all-brands,0
